Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[255, 255, 0]",2,25,0.46276686200872064,1,2
"[0, 0, 255]",0,0,0.5323901880037738,1,2
"[255, 255, 0]",0,20,0.462861428008182,1,2
"[0, 0, 255]",2,25,0.44666943899937905,1,2
"[255, 255, 0]",2,25,0.4180724250036292,1,2
"[255, 255, 0]",2,25,0.5654770789988106,1,2
"[255, 255, 0]",0,20,0.40887223299068864,1,2
"[255, 255, 0]",2,35,0.41775714300456457,1,2
"[0, 0, 255]",0,10,0.47718598099891096,1,2
"[255, 255, 0]",2,40,0.652294500003336,1,2
"[0, 0, 255]",0,10,0.46103936299914494,1,2
"[255, 255, 0]",2,30,0.4812564429885242,1,2
"[255, 255, 0]",0,25,0.4720318049949128,1,2
"[0, 0, 255]",2,40,0.5595887279923772,1,2
"[0, 0, 255]",2,30,0.43704010199871846,1,2
"[0, 0, 255]",2,30,0.41743426500761416,1,2
"[0, 0, 255]",0,35,0.45029570000770036,1,2
"[255, 255, 0]",2,0,0.5131033119978383,1,2
"[255, 255, 0]",2,15,0.5094462220004061,1,2
"[255, 255, 0]",2,25,0.4906108939903788,1,2
"[0, 0, 255]",2,40,0.48407306999433786,1,2
"[255, 255, 0]",0,5,0.6044087299960665,1,2
"[255, 255, 0]",2,35,0.4557671840011608,1,2
"[0, 0, 255]",0,5,0.4570812899910379,1,2
"[0, 0, 255]",2,0,0.5411479879985563,1,2
"[0, 0, 255]",0,0,0.4549840779945953,1,2
"[255, 255, 0]",0,15,0.44805431000713725,1,2
"[255, 255, 0]",0,20,0.45896138799434993,1,2
"[0, 0, 255]",2,10,0.4577319859963609,1,2
"[255, 255, 0]",0,5,0.4310680630005663,1,2
"[255, 255, 0]",0,35,0.4483968939894112,1,2
"[255, 255, 0]",0,25,0.4475126039906172,1,2
"[0, 0, 255]",2,30,0.520228045003023,1,2
"[0, 0, 255]",0,30,0.54804305700236,1,2
"[0, 0, 255]",0,10,0.5088388439908158,1,2
"[255, 255, 0]",0,25,0.46513767099531833,1,2
"[0, 0, 255]",2,5,0.4862314170022728,1,2
"[255, 255, 0]",2,30,0.4706781129934825,1,2
"[255, 255, 0]",0,10,0.43715764599619433,1,2
"[255, 255, 0]",2,25,0.468421520999982,1,2
"[255, 255, 0]",0,20,0.38349639500665944,1,2
"[255, 255, 0]",2,0,0.470923512999434,1,2
"[0, 0, 255]",0,5,0.47918591399502475,1,2
"[255, 255, 0]",0,20,0.40446018800139427,1,2
"[0, 0, 255]",0,35,0.5415036979975412,1,2
"[0, 0, 255]",2,15,0.49537905999750365,1,2
"[0, 0, 255]",2,0,0.5033053759980248,1,2
"[0, 0, 255]",0,35,0.5163640699902317,1,2
"[0, 0, 255]",0,40,0.4346469969896134,1,2
"[0, 0, 255]",0,40,0.46239590900950134,1,2
"[255, 255, 0]",0,30,0.4606499729998177,1,2
"[0, 0, 255]",2,15,0.5939793610014021,1,2
"[255, 255, 0]",2,40,0.49468656499811914,1,2
"[255, 255, 0]",2,5,0.46588013699511066,1,2
"[0, 0, 255]",2,20,0.5231225580064347,1,2
"[0, 0, 255]",0,0,0.5165051639924059,1,2
"[0, 0, 255]",2,30,0.40465812099864706,1,2
"[0, 0, 255]",2,20,0.4322198650042992,1,2
"[255, 255, 0]",2,15,0.48931199799699243,1,2
"[0, 0, 255]",0,35,0.4995140029932372,1,2
"[0, 0, 255]",0,15,0.4658684369933326,1,2
"[0, 0, 255]",2,35,0.446318877991871,1,2
"[255, 255, 0]",2,20,0.4861666189972311,1,2
"[255, 255, 0]",0,40,0.44083627800864633,1,2
"[255, 255, 0]",0,40,0.4555463059950853,1,2
"[255, 255, 0]",0,15,0.43237023599795066,1,2
"[0, 0, 255]",0,25,0.5034848179930123,1,2
"[0, 0, 255]",2,40,0.6074247149954317,1,2
"[0, 0, 255]",2,15,0.43480953300604597,1,2
"[0, 0, 255]",2,40,0.383731114998227,1,2
"[0, 0, 255]",2,35,0.4019807520089671,1,2
"[255, 255, 0]",0,30,0.5866839260124834,1,2
"[0, 0, 255]",0,35,0.5107942019967595,0,2
"[0, 0, 255]",2,5,0.43835352499445435,1,2
"[255, 255, 0]",2,0,0.46605424700828735,1,2
"[0, 0, 255]",2,15,0.5241553779924288,1,2
"[255, 255, 0]",2,40,0.4555768949940102,1,2
"[255, 255, 0]",2,10,0.41987008300202433,1,2
"[0, 0, 255]",2,35,0.5852959199983161,1,2
"[255, 255, 0]",0,5,0.522176992992172,1,2
"[0, 0, 255]",0,15,0.5324336229969049,1,2
"[255, 255, 0]",2,5,0.4841877200087765,1,2
"[0, 0, 255]",0,0,0.4865476990089519,1,2
"[0, 0, 255]",2,35,0.5794852310064016,1,2
"[0, 0, 255]",0,40,0.4234898340073414,1,2
"[0, 0, 255]",0,40,0.5606513390084729,1,2
"[255, 255, 0]",2,10,0.45445027499226853,1,2
"[255, 255, 0]",0,5,0.45288856100523844,1,2
"[255, 255, 0]",2,0,0.4235648299945751,1,2
"[255, 255, 0]",0,5,0.3964121140015777,1,2
"[255, 255, 0]",2,5,0.4499347599921748,1,2
"[255, 255, 0]",0,30,0.4250738479895517,1,2
"[0, 0, 255]",2,20,0.47625806998985354,1,2
"[255, 255, 0]",2,20,0.4441302499908488,1,2
"[255, 255, 0]",0,30,0.4749809859931702,1,2
"[255, 255, 0]",0,5,0.4237428449996514,1,2
"[255, 255, 0]",2,15,0.4230169000074966,1,2
"[255, 255, 0]",0,30,0.4319758350029588,1,2
"[0, 0, 255]",2,40,0.4834654020087328,1,2
"[0, 0, 255]",0,0,0.4821656220010482,1,2
"[0, 0, 255]",2,25,0.45252300999709405,1,2
"[0, 0, 255]",2,0,0.42268172100011725,1,2
"[255, 255, 0]",2,5,0.45030669299012516,1,2
"[255, 255, 0]",0,0,0.42750068999885116,1,2
"[0, 0, 255]",0,10,0.5098875679977937,1,2
"[255, 255, 0]",0,10,0.5104990899999393,1,2
"[0, 0, 255]",2,10,0.43348084900935646,1,2
"[0, 0, 255]",2,5,0.43167209200328216,1,2
"[255, 255, 0]",2,25,0.5140708880062448,0,2
"[255, 255, 0]",0,15,0.5509715399966808,1,2
