Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[0, 255, 0]",2,40,0.5611869820131687,1,2
"[255, 0, 0]",2,20,0.44617237099737395,0,2
"[0, 255, 0]",0,40,0.6170148130040616,1,2
"[0, 255, 0]",0,35,0.4935764390102122,1,2
"[0, 255, 0]",0,10,0.46793907799292356,1,2
"[255, 0, 0]",0,15,0.520974348008167,1,2
"[255, 255, 0]",0,20,0.6802790380024817,1,3
"[255, 0, 0]",2,40,0.47252674101036973,1,3
"[255, 0, 0]",2,10,0.4837549730000319,1,3
"[0, 0, 255]",2,5,0.473685844001011,1,3
"[255, 255, 0]",2,15,0.4845432809961494,1,3
"[255, 255, 0]",0,25,0.4679697480023606,1,3
"[0, 0, 255]",2,10,0.4826197649963433,1,3
"[255, 255, 0]",2,30,0.4200414520018967,1,3
"[255, 255, 0]",0,10,0.49752528200042434,1,3
"[0, 0, 255]",2,0,0.4233504439907847,1,3
"[255, 255, 0]",0,30,0.42483327399531845,1,3
"[255, 255, 0]",2,15,0.4101963599969167,1,3
"[255, 0, 0]",2,35,0.5515950729895849,1,3
"[0, 0, 255]",0,20,0.4422704030002933,1,3
"[255, 0, 0]",2,25,0.6875758300011512,1,3
"[0, 0, 255]",0,0,0.41866944200592116,1,3
"[0, 0, 255]",2,20,0.46541056799469516,1,3
"[255, 255, 0]",2,35,0.6546170880028512,1,3
"[255, 0, 0]",2,10,0.4529454660078045,1,3
"[255, 255, 0]",0,10,0.4382502420048695,1,3
"[0, 0, 255]",0,10,0.4252941030135844,1,3
"[255, 255, 0]",2,35,0.6386751039972296,1,3
"[255, 0, 0]",2,25,0.5058652010047808,1,3
"[0, 0, 255]",2,40,0.5797425000055227,1,3
"[255, 0, 0]",2,35,0.5450313519977499,1,3
"[255, 0, 0]",2,20,0.50772553900606,1,3
"[0, 0, 255]",2,20,0.4611561409983551,1,3
"[0, 0, 255]",2,40,0.8210185860079946,1,3
"[0, 0, 255]",2,35,0.49642180200316943,1,3
"[0, 0, 255]",0,40,0.4425849570106948,1,3
"[0, 0, 255]",0,25,0.43163555501087103,1,3
"[255, 255, 0]",2,30,0.5057352339936187,0,3
"[255, 0, 0]",0,20,0.514750122994883,1,3
"[255, 0, 0]",0,30,0.4815176389965927,1,3
"[0, 0, 255]",0,30,0.45705117999750655,1,3
"[255, 255, 0]",2,25,0.45370874399668537,1,3
"[0, 0, 255]",2,5,0.44572900999628473,1,3
"[255, 0, 0]",2,20,0.52053036900179,1,3
"[255, 255, 0]",0,40,0.45903468198957853,1,3
"[255, 255, 0]",0,10,0.47149950900347903,1,3
"[0, 0, 255]",2,20,0.4671431919996394,1,3
"[255, 0, 0]",2,25,0.5275725919927936,1,3
"[255, 255, 0]",0,5,0.4557824560033623,1,3
"[255, 255, 0]",2,30,0.3983074090065202,1,3
"[255, 255, 0]",0,35,0.44863022000936326,1,3
"[0, 0, 255]",0,40,0.4789807600027416,1,3
"[255, 0, 0]",2,5,0.5650996049953392,1,3
"[0, 0, 255]",2,20,0.45205964300839696,1,3
"[0, 0, 255]",2,15,0.4394421940087341,1,3
"[0, 0, 255]",0,0,0.4197294960031286,1,3
"[255, 255, 0]",2,40,0.5351630390068749,1,3
"[255, 255, 0]",0,25,0.46834099700208753,1,3
"[255, 0, 0]",0,10,0.5441807989991503,1,3
"[255, 255, 0]",0,15,0.39047919400036335,1,3
"[255, 0, 0]",2,15,0.5386840400024084,1,3
"[255, 0, 0]",0,35,0.5517002470005536,1,3
"[255, 255, 0]",2,25,0.4305462360061938,1,3
"[255, 0, 0]",2,25,0.5308780490013305,1,3
"[0, 0, 255]",2,10,0.4212060529971495,1,3
"[0, 0, 255]",0,5,0.4399674710002728,1,3
"[255, 255, 0]",2,15,0.4799222409928916,1,3
"[0, 0, 255]",2,30,0.4049199739965843,1,3
"[255, 0, 0]",2,30,0.7026182109984802,1,3
"[255, 0, 0]",2,35,0.4406652780016884,1,3
"[255, 0, 0]",0,10,0.468095934993471,1,3
"[255, 255, 0]",0,40,0.5355251599976327,1,3
"[255, 0, 0]",2,10,0.5394383620005101,1,3
"[0, 0, 255]",0,0,0.6614335829945048,1,3
"[0, 0, 255]",0,10,0.4336000680050347,1,3
"[0, 0, 255]",2,10,0.3508309930039104,1,3
"[255, 255, 0]",2,40,0.517921459992067,1,3
"[0, 0, 255]",0,10,0.49194228199485224,1,3
"[255, 0, 0]",0,20,0.5595956670003943,1,3
"[255, 0, 0]",0,30,0.4293316200055415,1,3
"[255, 255, 0]",0,0,0.5488204540015431,1,3
"[255, 255, 0]",0,5,0.5202904129982926,1,3
"[0, 0, 255]",0,5,0.41978375500184484,1,3
"[255, 255, 0]",2,0,0.4514275010005804,1,3
"[255, 255, 0]",2,20,0.4828868510085158,1,3
"[255, 255, 0]",0,20,0.42962593999982346,1,3
"[255, 255, 0]",2,0,0.4622116079990519,1,3
"[255, 0, 0]",2,10,0.5035631799983094,1,3
"[255, 255, 0]",2,25,0.48475476300518494,1,3
"[255, 255, 0]",0,20,0.4590367850032635,1,3
"[255, 255, 0]",2,20,0.44178055301017594,1,3
"[255, 255, 0]",2,25,0.47768314999120776,1,3
"[255, 0, 0]",2,5,0.49381431499205064,1,3
"[255, 0, 0]",0,0,0.5155932970083086,1,3
"[255, 255, 0]",0,20,0.4851951370073948,1,3
"[255, 0, 0]",2,30,0.5267149049905129,1,3
"[0, 0, 255]",0,15,0.4770362900017062,1,3
"[0, 0, 255]",0,35,0.4791133130056551,1,3
"[0, 0, 255]",2,5,0.6073700599954464,1,3
"[255, 255, 0]",0,0,0.6642934580013389,1,3
"[255, 255, 0]",0,5,0.464101617995766,1,3
"[255, 0, 0]",0,10,0.504872934994637,1,3
"[0, 0, 255]",2,20,0.5367708889971254,1,3
"[0, 0, 255]",0,40,0.7280155639891746,1,3
"[0, 0, 255]",0,15,0.488219000006211,1,3
"[0, 0, 255]",0,5,0.4241538640053477,1,3
"[255, 255, 0]",0,40,0.6042708229942946,1,3
"[255, 255, 0]",0,25,0.39710571999603417,1,3
"[0, 0, 255]",0,30,0.47953977300494444,1,3
"[255, 255, 0]",2,15,0.47356559699983336,1,3
"[0, 0, 255]",0,35,0.43427479099773336,1,3
"[0, 0, 255]",0,0,0.4456993759959005,1,3
"[255, 255, 0]",2,10,0.4795185050024884,1,3
"[255, 0, 0]",2,5,0.5387634270009585,1,3
"[255, 255, 0]",0,15,0.4588447910064133,1,3
"[255, 0, 0]",2,25,0.5986489319911925,1,3
"[0, 0, 255]",2,15,0.5144805849995464,1,3
"[0, 0, 255]",0,20,0.42978969900286756,1,3
"[0, 0, 255]",2,40,0.5274709920049645,1,3
"[255, 255, 0]",0,25,0.5863403319963254,1,3
"[255, 0, 0]",0,15,0.5406982540007448,1,3
"[0, 0, 255]",0,40,0.4867196089908248,1,3
"[255, 255, 0]",2,40,0.5968570490076672,1,3
"[255, 255, 0]",0,35,0.5381444090016885,1,3
"[255, 255, 0]",0,30,0.46805160099756904,1,3
"[255, 255, 0]",0,40,0.5493044769973494,1,3
