0.6255 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
99.7291 	EXP 	New trial (rep=43, index=0): None
99.7312 	DATA 	Keypress: b
99.7451 	EXP 	Cross: autoDraw = False
99.7451 	EXP 	polygon_2: autoDraw = False
100.7269 	EXP 	Cross: autoDraw = True
100.9268 	EXP 	Cross: autoDraw = False
101.3437 	EXP 	polygon_2: autoDraw = True
101.5289 	EXP 	New trial (rep=44, index=0): None
101.5310 	DATA 	Keypress: b
101.5449 	EXP 	Cross: autoDraw = False
101.5449 	EXP 	polygon_2: autoDraw = False
102.5270 	EXP 	Cross: autoDraw = True
102.7269 	EXP 	Cross: autoDraw = False
103.3436 	EXP 	polygon_2: autoDraw = True
103.4613 	EXP 	New trial (rep=45, index=0): None
103.4625 	DATA 	Keypress: b
103.4767 	EXP 	Cross: autoDraw = False
103.4767 	EXP 	polygon_2: autoDraw = False
104.4604 	EXP 	Cross: autoDraw = True
104.6601 	EXP 	Cross: autoDraw = False
105.0097 	EXP 	polygon_2: autoDraw = True
105.2786 	EXP 	New trial (rep=46, index=0): None
105.2808 	DATA 	Keypress: b
105.2946 	EXP 	Cross: autoDraw = False
105.2946 	EXP 	polygon_2: autoDraw = False
106.2767 	EXP 	Cross: autoDraw = True
106.4765 	EXP 	Cross: autoDraw = False
107.0596 	EXP 	polygon_2: autoDraw = True
107.2279 	EXP 	New trial (rep=47, index=0): None
107.2292 	DATA 	Keypress: b
107.2469 	EXP 	Cross: autoDraw = False
107.2469 	EXP 	polygon_2: autoDraw = False
108.2263 	EXP 	Cross: autoDraw = True
108.4263 	EXP 	Cross: autoDraw = False
109.0595 	EXP 	polygon_2: autoDraw = True
109.2776 	EXP 	New trial (rep=48, index=0): None
109.2790 	DATA 	Keypress: b
109.2929 	EXP 	Cross: autoDraw = False
109.2929 	EXP 	polygon_2: autoDraw = False
110.2763 	EXP 	Cross: autoDraw = True
110.4762 	EXP 	Cross: autoDraw = False
111.2098 	EXP 	polygon_2: autoDraw = True
111.2444 	EXP 	New trial (rep=49, index=0): None
111.2457 	DATA 	Keypress: b
111.2597 	EXP 	Cross: autoDraw = False
111.2597 	EXP 	polygon_2: autoDraw = False
112.2256 	EXP 	Cross: autoDraw = True
112.4267 	EXP 	Cross: autoDraw = False
112.8097 	EXP 	polygon_2: autoDraw = True
113.1493 	DATA 	Keypress: b
113.1640 	EXP 	Cross: autoDraw = False
113.1640 	EXP 	polygon_2: autoDraw = False
113.1640 	EXP 	thanksText: autoDraw = True
115.1573 	EXP 	thanksText: autoDraw = False
115.4316 	EXP 	window1: mouseVisible = True
