Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,Name,Trial,Circle Size (degrees),Experiment Name
"[0, 0, 255]",2,0,0.3076856409898028,1,Mingda,1,4,BY
"[255, 255, 0]",2,10,0.3281975259887986,1,Mingda,1,4,BY
"[0, 0, 255]",0,10,0.3731392699992284,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.35104809899348766,1,Mingda,1,4,BY
"[0, 0, 255]",2,20,0.3513297400204465,1,Mingda,1,4,BY
"[0, 0, 255]",2,20,0.34030200401321054,1,Mingda,1,4,BY
"[0, 0, 255]",0,0,0.3280898930388503,1,Mingda,1,4,BY
"[255, 255, 0]",2,20,0.38292145100422204,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.35553214501123875,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.375551477947738,1,Mingda,1,4,BY
"[255, 255, 0]",2,20,0.44666497001890093,1,Mingda,1,4,BY
"[0, 0, 255]",2,10,0.34968639502767473,1,Mingda,1,4,BY
"[0, 0, 255]",2,20,0.2787033310160041,1,Mingda,1,4,BY
"[255, 255, 0]",0,20,0.326739632000681,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.2694030679995194,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.35827546200016513,1,Mingda,1,4,BY
"[0, 0, 255]",0,0,0.3232856579707004,1,Mingda,1,4,BY
"[0, 0, 255]",0,20,0.32041280396515504,1,Mingda,1,4,BY
"[255, 255, 0]",2,20,0.33619226998416707,1,Mingda,1,4,BY
"[0, 0, 255]",0,0,0.346350657986477,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.3107391269877553,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.3020183280459605,1,Mingda,1,4,BY
"[255, 255, 0]",2,0,0.36395438900217414,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.32658195501426235,1,Mingda,1,4,BY
"[255, 255, 0]",0,20,0.3784598259953782,1,Mingda,1,4,BY
"[255, 255, 0]",2,0,0.3379570710239932,1,Mingda,1,4,BY
"[0, 0, 255]",2,10,0.5808376150089316,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.39418446097988635,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.27224556100554764,1,Mingda,1,4,BY
"[255, 255, 0]",2,10,0.36108065000735223,1,Mingda,1,4,BY
"[255, 255, 0]",2,0,0.321165434026625,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.29324700799770653,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.3016774069983512,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.3774258140474558,1,Mingda,1,4,BY
"[0, 0, 255]",0,20,0.36110092600574717,1,Mingda,1,4,BY
"[0, 0, 255]",2,20,0.2907662730431184,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.3430223540053703,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.4322866649599746,1,Mingda,1,4,BY
"[0, 0, 255]",0,20,0.32655011099996045,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.3782870519789867,1,Mingda,1,4,BY
"[255, 255, 0]",2,20,0.3388894039671868,1,Mingda,1,4,BY
"[255, 255, 0]",2,20,0.3143253230373375,1,Mingda,1,4,BY
"[255, 255, 0]",2,0,0.3047823330271058,1,Mingda,1,4,BY
"[255, 255, 0]",2,10,0.3380304470192641,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.35759676597081125,1,Mingda,1,4,BY
"[0, 0, 255]",0,10,0.34309206902980804,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.3482811270514503,1,Mingda,1,4,BY
"[0, 0, 255]",2,0,0.39540396200027317,1,Mingda,1,4,BY
"[255, 255, 0]",2,0,0.3452982609742321,1,Mingda,1,4,BY
"[0, 0, 255]",0,10,0.3637785820174031,1,Mingda,1,4,BY
"[0, 0, 255]",2,20,0.37490526400506496,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.3849896119791083,1,Mingda,1,4,BY
"[0, 0, 255]",0,20,0.4439525330089964,1,Mingda,1,4,BY
"[255, 255, 0]",0,20,0.3243773009744473,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.3345464289886877,1,Mingda,1,4,BY
"[0, 0, 255]",0,20,0.33235097298165783,1,Mingda,1,4,BY
"[255, 255, 0]",0,10,0.36689071700675413,1,Mingda,1,4,BY
"[0, 0, 255]",2,10,0.3013590420014225,1,Mingda,1,4,BY
"[0, 0, 255]",2,10,0.29209354700287804,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.3345691459835507,1,Mingda,1,4,BY
"[255, 255, 0]",0,0,0.29112214397173375,1,Mingda,1,4,BY
"[255, 255, 0]",2,20,0.3429897050373256,1,Mingda,1,4,BY
"[255, 255, 0]",0,20,0.29292569297831506,1,Mingda,1,4,BY
