Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,Name,Trial,Circle Size (degrees),Experiment Name
"[0, 0, 255]",2,20,0.3859962679562159,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.35607587901176885,1,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.4499905530246906,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.3298582010320388,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.3098251710180193,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.3472381069441326,1,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.3039756700163707,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.34225738898385316,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.3145988250034861,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.3267369079985656,1,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.25316577102057636,1,Mingda,1,4,GB
"[0, 0, 255]",2,20,0.3752213629777543,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.33955760300159454,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.37065324297873303,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.2844515779870562,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.27165587100898847,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.5082747639971785,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.40461431205039844,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.38621389103354886,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.34317424101755023,1,Mingda,1,4,GB
"[0, 0, 255]",2,20,0.36367514997255057,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.3512371419928968,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.6051373480004258,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.3615912440000102,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.3923236940172501,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.3699194390210323,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.549029232992325,1,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.2950357660301961,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.34099199099000543,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.3408411389682442,1,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.30091356101911515,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.3121702239732258,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.4009912249748595,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.3556070670019835,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.29242239298764616,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.2937564959865995,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.3225594440009445,1,Mingda,1,4,GB
"[0, 0, 255]",2,20,0.4196008240105584,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.3930366749991663,1,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.33094934799009934,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.331630414002575,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.429247327032499,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.39796524803387,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.36155115300789475,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.42769961297744885,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.35148228995967656,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.30178629799047485,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.28914824296953157,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.3262049869517796,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.3089970319997519,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.3302475070231594,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.3850414850166999,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.31704666500445455,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.34780074801528826,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.33744274103082716,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.32373250101227313,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.2713890800368972,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.3902923890273087,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.3131476980051957,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.3624534350237809,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.3441402799799107,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.30871001799823716,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.28963420394575223,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.3506342230248265,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.31443009799113497,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.322015090030618,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.3198164770146832,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.3089361159945838,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.39957160799531266,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.31987511698389426,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.37314311001682654,1,Mingda,1,4,GB
"[0, 0, 255]",0,0,0.4186604190035723,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.29602972901193425,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.36885457899188623,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.3132248870097101,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.39066865999484435,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.30891416501253843,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.30981183098629117,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.5043540879851207,1,Mingda,1,4,GB
"[0, 0, 255]",2,20,0.3411017080070451,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.3238963650073856,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.2985553430044092,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.41362225404009223,0,Mingda,1,4,GB
"[0, 255, 0]",2,10,0.38169038301566616,0,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.34807707800064236,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.4230512390495278,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.37525574094615877,1,Mingda,1,4,GB
"[0, 0, 255]",0,10,0.3431778469821438,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.41893814998911694,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.33835867600282654,1,Mingda,1,4,GB
"[0, 255, 0]",2,0,0.2904453669907525,1,Mingda,1,4,GB
"[0, 0, 255]",2,0,0.3310387329547666,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.32390406902413815,1,Mingda,1,4,GB
"[0, 255, 0]",0,20,0.3650834609870799,1,Mingda,1,4,GB
"[0, 255, 0]",2,20,0.3167525209719315,1,Mingda,1,4,GB
"[0, 255, 0]",0,10,0.30139865999808535,1,Mingda,1,4,GB
"[0, 255, 0]",0,0,0.44309163495199755,1,Mingda,1,4,GB
"[0, 0, 255]",0,20,0.3632483860128559,1,Mingda,1,4,GB
"[0, 0, 255]",2,10,0.3427681589964777,1,Mingda,1,4,GB
