Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,Name,Trial,Circle Size (degrees),Experiment Name
"[255, 0, 0]",0,10,0.32456370996078476,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.3629828030243516,1,Mingda,1,4,GR
"[255, 0, 0]",0,0,0.3235442079603672,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.46364750200882554,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.3342776640201919,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.3068470349535346,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.3681990129989572,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.31276738905580714,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.3297539529739879,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.29320355696836486,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.3783875390072353,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.4814002689672634,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.37190635001752526,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.3182039179955609,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.273324815032538,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.34577851300127804,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.44885920704109594,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.33261070598382503,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.28912037500413135,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3973013340146281,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.2767845799680799,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3224287979537621,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.38920085597783327,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.32465414702892303,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.4036206159507856,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.3088319759699516,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.3516233579721302,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.3272191020078026,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.36762099602492526,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.35107084398623556,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.30146247398806736,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.3118092860095203,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.49795870296657085,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.31514018401503563,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.39672906196210533,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.3360084519954398,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.29962151998188347,1,Mingda,1,4,GR
"[255, 0, 0]",0,0,0.34797112399246544,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3249909290461801,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.3136446090065874,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.3343153849709779,0,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.4362809869926423,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.36792863497976214,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.38862153503578156,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.3211593489977531,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.2907846660236828,1,Mingda,1,4,GR
