Previous Color,Color,Direction,Reaction Time 1 (s),Reaction Time 2 (s),Mistake?,Time Between Stimuli (s)
blue,N/A,0,7.068262374999904,N/A,Yes,N/A
blue,N/A,0,0.5634605740015104,N/A,Yes,N/A
blue,blue,0,0.3784192239982076,0.35247443900152575,No,1.600094692314097
yellow,N/A,0,0.29494169399913517,N/A,Yes,N/A
blue,yellow,0,0.23201133299880894,0.21504124399871216,Yes,1.9891621846678185
yellow,N/A,0,0.2558562679987517,N/A,Yes,N/A
