Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
1920,1080,68.58,50,0,Desktop,0.5906250000000001,0.4125000000000001,0,0.3,0.5162500000000001,42.37288135593219,-0.4162500000000001,52.552552552552534,0.4343750000000002
"[255, 255, 0]",2,30,1.2430329149356112,0
"[0, 255, 0]",2,10,0.6286142909666523,0
