Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 255, 0]",0,10,0.5837487200042233,0
"[255, 0, 0]",2,35,0.6122727280016989,0
"[255, 0, 0]",2,35,0.5231932119932026,0
"[0, 0, 255]",0,20,0.7200293190544471,0
"[255, 255, 0]",0,25,0.5340026681078598,0
"[255, 0, 0]",2,30,0.6388335489900783,0
"[255, 255, 0]",0,35,0.5427983340341598,0
"[255, 255, 0]",0,25,0.5088807579595596,0
"[255, 255, 0]",0,20,0.5070293440949172,0
"[0, 0, 255]",0,15,0.49233529588673264,0
"[0, 0, 255]",0,15,0.5381587001029402,0
"[255, 0, 0]",2,35,0.4997868799837306,0
"[255, 0, 0]",2,5,0.48650279093999416,0
"[0, 0, 255]",2,35,0.5356736769899726,0
"[0, 0, 255]",0,35,0.49704908195417374,0
"[255, 255, 0]",2,35,0.5173271759413183,0
"[255, 255, 0]",2,25,0.6028439151123166,0
"[255, 0, 0]",2,20,0.573093609069474,0
"[255, 0, 0]",2,10,0.4092086339369416,0
"[255, 0, 0]",2,25,0.5533561789197847,0
"[0, 0, 255]",2,15,0.49030610697809607,0
"[0, 0, 255]",0,20,0.559653645963408,0
"[255, 0, 0]",0,15,0.49072367209009826,0
"[255, 0, 0]",2,10,0.8496816330589354,0
"[255, 255, 0]",2,5,0.5629310469375923,0
"[0, 0, 255]",2,20,0.5540643769782037,0
"[255, 255, 0]",2,5,0.8657459530513734,0
"[0, 0, 255]",0,15,0.6950473320903257,0
"[255, 255, 0]",0,10,0.5185842600185424,0
"[0, 0, 255]",2,30,0.5076585760107264,0
"[255, 255, 0]",0,5,0.5445496180327609,0
"[255, 255, 0]",2,10,0.5028175069019198,0
"[0, 0, 255]",0,40,0.5306755308993161,0
"[255, 0, 0]",0,20,0.6332815360510722,0
"[255, 255, 0]",0,10,0.5711914079729468,0
"[255, 0, 0]",0,25,0.6193736830027774,0
"[255, 0, 0]",2,20,0.5774329809937626,0
"[255, 0, 0]",2,25,0.5220905370078981,0
"[255, 0, 0]",2,20,0.4574427200714126,0
"[255, 255, 0]",0,25,0.522923954995349,0
"[255, 0, 0]",2,10,0.5185874659800902,0
"[255, 0, 0]",2,15,0.730046354001388,0
"[255, 0, 0]",0,5,0.5089695720234886,0
"[255, 0, 0]",2,15,0.49314681196119636,0
"[255, 0, 0]",0,30,0.45847996696829796,0
"[0, 0, 255]",0,15,0.4051949270069599,0
"[0, 0, 255]",0,40,0.4487860050285235,0
"[0, 0, 255]",2,40,0.4599620410008356,0
"[255, 0, 0]",2,30,0.47078768000938,0
"[255, 0, 0]",2,5,0.5234240290010348,0
"[0, 0, 255]",0,5,0.4991105441004038,0
"[255, 0, 0]",0,5,0.5202361530391499,0
"[255, 0, 0]",0,30,0.5153983829077333,0
"[255, 255, 0]",2,10,0.5080432479735464,0
"[0, 0, 255]",2,10,0.5702344309538603,0
"[0, 0, 255]",0,30,0.46487418201286346,0
"[255, 0, 0]",2,40,0.49760084704030305,0
"[0, 0, 255]",0,20,0.503024592064321,0
"[255, 255, 0]",0,25,0.6795181659981608,0
"[0, 0, 255]",0,40,0.4062767520081252,0
"[0, 0, 255]",2,30,0.6234553710091859,0
"[255, 0, 0]",2,10,0.4474142440594733,0
"[255, 255, 0]",0,40,0.42473440198227763,0
"[255, 255, 0]",0,5,0.5000504890922457,0
"[0, 0, 255]",0,20,0.5704215540317819,0
"[255, 0, 0]",0,25,0.5870584060903639,0
"[255, 255, 0]",0,30,0.5180092649534345,0
