Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[0, 0, 255]",2,25,0.7066340890014544,0
"[255, 255, 0]",2,40,0.6207425009924918,0
"[255, 255, 0]",0,25,0.4925048410659656,0
"[0, 0, 255]",2,25,0.4852206639479846,0
"[255, 0, 0]",0,5,0.5060979290865362,0
"[0, 0, 255]",0,25,0.5071474800352007,0
"[0, 0, 255]",0,15,0.48444325395394117,0
"[0, 0, 255]",2,40,0.6766412099823356,0
"[0, 0, 255]",2,15,0.5236348239704967,0
"[255, 255, 0]",2,35,0.5704470130149275,0
"[0, 0, 255]",0,40,0.4665098860859871,0
"[0, 0, 255]",0,35,0.4106404789490625,0
"[255, 255, 0]",2,35,0.43909009906928986,0
"[255, 0, 0]",0,30,0.386463577975519,0
"[255, 255, 0]",2,35,0.584511398919858,1
"[0, 0, 255]",0,20,0.5073517960263416,0
"[0, 0, 255]",0,10,0.48299388494342566,0
"[255, 255, 0]",2,15,0.5085311150178313,0
"[255, 255, 0]",2,15,0.47129298199433833,0
"[255, 0, 0]",2,40,0.5647581870434806,0
"[255, 0, 0]",0,10,0.43774032301735133,0
"[255, 255, 0]",0,35,0.5150972920237109,0
"[0, 0, 255]",0,35,0.4437598990043625,0
"[0, 0, 255]",0,10,0.43977433803956956,0
"[255, 255, 0]",2,30,0.5918825150001794,0
"[255, 255, 0]",2,25,0.5479774340055883,0
"[255, 0, 0]",0,20,0.5217704430688173,0
"[0, 0, 255]",0,10,0.6897645830176771,0
"[255, 255, 0]",0,30,1.3485951300244778,0
"[255, 255, 0]",2,10,0.5592617710353807,0
"[255, 255, 0]",0,25,0.463608252000995,0
"[255, 255, 0]",2,5,0.4195409280946478,0
"[0, 0, 255]",2,10,0.4566942799137905,0
"[0, 0, 255]",0,5,0.5038283410249278,0
"[255, 255, 0]",2,10,0.49490342603530735,0
"[255, 255, 0]",0,30,0.4963134709978476,0
"[255, 0, 0]",2,20,0.6423724449705333,0
"[0, 0, 255]",0,35,0.6848827539943159,0
"[0, 0, 255]",2,40,0.6842528110137209,0
"[0, 0, 255]",0,40,0.6029409359907731,0
"[255, 255, 0]",0,30,0.5451326509937644,0
"[0, 0, 255]",2,25,0.48861836397554725,0
"[255, 0, 0]",0,20,0.4645843099569902,0
"[0, 0, 255]",0,25,0.4696366999996826,0
"[0, 0, 255]",2,20,0.43391615396831185,0
"[0, 0, 255]",2,40,0.7299197940155864,0
"[255, 255, 0]",2,30,0.5353763760067523,0
"[255, 255, 0]",2,35,0.49910789309069514,0
"[0, 0, 255]",0,40,0.6405034160707146,0
"[0, 0, 255]",0,10,0.5172673440538347,0
"[255, 255, 0]",0,20,0.5220586059149355,0
"[0, 0, 255]",2,15,0.5466268189484254,0
"[0, 0, 255]",0,15,0.46382381999865174,0
"[255, 255, 0]",2,40,0.49314837297424674,0
"[255, 0, 0]",2,20,0.6222056900151074,0
"[0, 0, 255]",2,20,0.6170399900292978,0
"[255, 0, 0]",0,35,0.5433271430665627,0
"[0, 0, 255]",2,15,0.5384234311059117,0
"[255, 0, 0]",0,35,0.5752447589766234,0
"[0, 0, 255]",2,15,0.5629924869863316,0
"[255, 0, 0]",2,40,0.6547459369758144,0
"[255, 255, 0]",2,5,0.41479211300611496,1
"[0, 0, 255]",0,40,0.45285704592242837,0
"[0, 0, 255]",0,40,0.49734941602218896,0
"[255, 0, 0]",0,15,0.5133191159693524,0
"[255, 255, 0]",0,5,0.5560108879581094,0
"[255, 0, 0]",0,30,0.6053950219647959,0
"[255, 0, 0]",2,25,0.5187769900076091,0
"[255, 255, 0]",2,30,0.5321120630251244,0
"[255, 0, 0]",2,35,0.6096682039787993,0
"[255, 255, 0]",2,25,0.6598281430779025,0
"[255, 255, 0]",2,30,0.6009885290404782,1
"[0, 0, 255]",0,30,0.46829975105356425,0
"[255, 255, 0]",2,30,0.4658079450018704,0
"[255, 255, 0]",0,10,0.5188337590079755,0
"[0, 0, 255]",0,10,0.5164098519599065,0
"[255, 255, 0]",0,15,0.5330372140742838,0
"[255, 0, 0]",0,5,0.6618656440405175,0
"[255, 0, 0]",0,35,0.5343882929300889,0
"[0, 0, 255]",0,35,0.6008056020364165,0
"[255, 255, 0]",2,20,0.8891297980444506,0
"[255, 0, 0]",2,5,0.489563149982132,0
"[255, 0, 0]",2,25,0.5183718500193208,0
"[0, 0, 255]",2,40,0.5715479170903563,0
"[0, 0, 255]",0,5,0.4725596579955891,0
"[255, 0, 0]",2,5,0.5375316240824759,0
"[255, 0, 0]",0,15,0.5587297580204904,0
"[0, 0, 255]",2,20,0.5317486940184608,0
"[255, 255, 0]",2,5,0.7054800359765068,0
"[255, 255, 0]",2,30,0.7134616919793189,0
"[255, 255, 0]",0,40,0.5395593419671059,0
"[0, 0, 255]",2,5,0.5859153260244057,0
"[0, 0, 255]",2,15,0.7700773229589686,0
