Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[0, 0, 255]",2,10,0.5306832629721612,0
"[255, 255, 0]",2,15,0.6756135619943962,0
"[255, 255, 0]",0,20,0.44840876397211105,0
"[255, 0, 0]",0,15,0.5363176430109888,0
"[255, 0, 0]",2,15,0.45017593796364963,0
"[0, 0, 255]",2,15,0.5732131820404902,0
"[255, 0, 0]",2,20,0.5656239029485732,0
"[255, 0, 0]",0,10,0.4561584040056914,0
"[0, 0, 255]",2,5,0.5994125740835443,0
"[0, 0, 255]",2,35,0.563239190960303,0
"[255, 255, 0]",2,5,0.4512035099323839,0
"[255, 0, 0]",0,35,0.49115526699461043,0
"[255, 255, 0]",0,5,0.5076776508940384,0
"[0, 255, 0]",2,40,0.5617940379306674,0
"[255, 255, 0]",0,30,0.5886749560013413,0
"[0, 0, 255]",2,30,0.5379675820004195,0
"[255, 255, 0]",2,40,0.6347231320105493,0
"[255, 0, 0]",2,10,0.4962085640290752,0
"[255, 255, 0]",2,30,0.44655754195991904,0
"[0, 0, 255]",2,20,0.658391600009054,0
"[0, 255, 0]",0,30,0.46686934190802276,0
"[255, 255, 0]",2,35,0.45274825289379805,0
"[0, 255, 0]",0,10,0.48031008103862405,0
"[255, 0, 0]",2,20,0.46959764196071774,0
"[255, 0, 0]",2,25,0.4758297260850668,0
"[0, 0, 255]",2,40,0.5213556439848617,0
"[255, 255, 0]",0,35,0.4495986719848588,0
"[0, 255, 0]",2,25,0.4855891589540988,0
"[0, 255, 0]",2,40,0.4838151599979028,0
"[0, 0, 255]",2,5,0.5265588440233842,0
"[0, 0, 255]",2,25,0.44649459596257657,0
"[0, 255, 0]",2,10,0.45361596904695034,0
"[255, 255, 0]",2,25,0.4335103459889069,0
"[255, 0, 0]",0,25,0.4562359240371734,0
"[0, 255, 0]",0,30,0.485751113970764,0
"[0, 255, 0]",2,25,0.37849034008104354,0
"[0, 255, 0]",0,35,0.49563603301066905,0
"[255, 0, 0]",0,30,0.4883435770170763,0
"[0, 255, 0]",2,25,0.45036064996384084,0
"[255, 0, 0]",0,10,0.5208907630294561,0
"[0, 0, 255]",0,25,0.6084490569774061,0
"[0, 0, 255]",0,15,0.48879396507982165,0
"[255, 255, 0]",0,15,0.6171243890421465,0
"[0, 0, 255]",0,40,0.5892201929818839,0
"[0, 0, 255]",2,20,0.5824425519676879,0
"[0, 0, 255]",0,20,0.5615851080510765,0
"[255, 0, 0]",2,15,0.5019795130938292,1
"[255, 255, 0]",0,5,0.5303322259569541,1
"[255, 255, 0]",2,10,0.5586797739379108,0
"[255, 255, 0]",0,40,0.49717936594970524,0
"[0, 0, 255]",2,35,0.5850938629591838,0
"[0, 255, 0]",2,40,0.8283435549819842,0
"[0, 255, 0]",0,20,0.5610179280629382,0
"[0, 255, 0]",0,35,0.49042857508175075,0
"[0, 0, 255]",0,10,0.5040496359579265,0
"[0, 0, 255]",2,35,0.6379119340563193,0
"[255, 0, 0]",0,15,0.5132300179684535,0
"[255, 255, 0]",0,30,0.49054523394443095,0
"[255, 255, 0]",2,20,0.44214400101918727,0
"[255, 255, 0]",0,20,0.40873523196205497,0
"[255, 255, 0]",0,30,0.4749228920554742,0
"[255, 255, 0]",0,5,0.46177753002848476,0
"[0, 0, 255]",0,30,0.597826553042978,0
"[255, 0, 0]",2,5,0.47773795400280505,0
"[255, 255, 0]",2,40,0.6872314239153638,0
"[255, 0, 0]",0,25,0.5984819399891421,0
"[255, 255, 0]",2,15,0.5294053449761122,0
"[255, 255, 0]",0,5,0.6547501230379567,0
"[0, 255, 0]",2,15,0.5661349770380184,0
"[0, 255, 0]",0,30,0.502739564049989,0
"[255, 255, 0]",2,20,0.5452167730545625,0
"[0, 255, 0]",0,25,0.6661819079890847,0
"[255, 255, 0]",2,5,0.5632687829202041,0
"[255, 255, 0]",0,20,0.5910942680202425,0
"[0, 255, 0]",2,40,0.5220835580257699,0
"[0, 0, 255]",0,10,0.691171852988191,0
"[255, 0, 0]",2,5,0.6881499860901386,0
"[255, 255, 0]",0,35,0.4855675289873034,0
"[0, 255, 0]",0,25,0.6134545569075271,0
"[255, 255, 0]",0,20,0.4612959079677239,0
"[0, 0, 255]",0,5,0.606307215988636,0
"[0, 255, 0]",0,10,0.5522764180786908,0
"[255, 255, 0]",2,25,0.46991957002319396,0
"[255, 0, 0]",0,10,0.45012952806428075,0
"[255, 0, 0]",2,10,0.46212390100117773,0
"[0, 0, 255]",2,20,0.5638910159468651,0
"[0, 0, 255]",2,25,0.6734045379562303,0
"[0, 255, 0]",0,20,0.5596652930835262,0
"[255, 0, 0]",2,5,0.6744691220810637,0
"[255, 0, 0]",0,40,0.66573945293203,0
"[255, 255, 0]",0,35,0.5783000830560923,0
"[0, 255, 0]",2,15,0.5876179280458018,0
"[255, 0, 0]",0,5,0.6451443729456514,0
"[255, 0, 0]",2,30,0.4414017229573801,0
"[0, 255, 0]",0,40,0.6942133780103177,0
"[255, 0, 0]",2,15,0.5322567629627883,0
"[0, 0, 255]",2,10,0.6384240010520443,0
"[0, 0, 255]",0,15,0.4535633350024,0
"[0, 0, 255]",2,40,0.5408661580877379,0
"[255, 255, 0]",0,40,0.6824400799814612,0
"[0, 255, 0]",0,15,0.5618017320521176,0
"[255, 0, 0]",0,40,0.6964240419911221,0
