Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 255, 0]",0,25,0.6196497980272397,0
"[0, 0, 255]",2,10,0.527134945965372,0
"[255, 255, 0]",0,20,0.753718065097928,0
"[0, 0, 255]",0,20,0.49483954696916044,0
"[0, 0, 255]",0,25,0.49951582099311054,0
"[255, 255, 0]",2,25,0.46408783993683755,0
"[255, 255, 0]",0,10,0.47367818700149655,0
"[255, 255, 0]",2,10,0.4582052289042622,0
"[0, 0, 255]",2,15,0.4831565769854933,0
"[0, 0, 255]",0,20,0.5671718979720026,0
"[0, 0, 255]",2,10,0.5221676039509475,0
"[255, 255, 0]",0,10,0.5039077959954739,0
"[255, 255, 0]",2,25,0.4841548800468445,0
"[255, 255, 0]",0,30,0.4810990260448307,0
"[0, 0, 255]",2,15,0.5258853340055794,0
"[0, 0, 255]",2,35,0.5206827729707584,0
"[255, 255, 0]",0,10,0.48781811899971217,0
"[0, 0, 255]",0,20,0.5827873420203105,0
"[255, 255, 0]",2,40,0.5292529140133411,0
"[0, 0, 255]",2,35,0.59359794203192,0
"[255, 255, 0]",2,5,0.5650724039878696,0
"[255, 255, 0]",0,40,0.5165413200156763,0
"[255, 255, 0]",2,40,0.4929498549317941,0
"[255, 255, 0]",0,10,0.4745539689902216,0
"[255, 255, 0]",2,5,0.4475915579823777,0
"[0, 0, 255]",0,40,0.5582001060247421,0
"[255, 255, 0]",0,25,0.6369308800203726,0
"[255, 255, 0]",2,40,0.7692879650276154,0
"[255, 255, 0]",2,5,0.4623351920163259,0
"[255, 255, 0]",2,35,0.43212761089671403,0
"[255, 255, 0]",2,10,0.495683879009448,0
"[255, 255, 0]",0,15,0.46740173699799925,0
"[255, 255, 0]",0,20,0.4044248659629375,0
"[255, 255, 0]",2,20,0.4618832740234211,0
"[0, 0, 255]",2,20,0.5085127410711721,0
"[0, 0, 255]",0,5,0.43627901701256633,0
"[0, 0, 255]",2,20,0.5472403039457276,0
"[255, 255, 0]",2,20,0.5105846349615604,0
"[255, 255, 0]",0,35,0.5397137650288641,0
"[0, 0, 255]",2,20,0.5334404290188104,0
"[255, 255, 0]",2,10,0.5448732560034841,0
"[255, 255, 0]",2,10,0.5381185710430145,0
"[0, 0, 255]",2,30,0.5320318350568414,0
"[0, 0, 255]",2,35,0.5947072899434716,0
"[0, 0, 255]",0,15,0.5852994850138202,0
"[0, 0, 255]",2,5,0.5233406620100141,0
"[0, 0, 255]",2,40,0.5458062149118632,0
"[0, 0, 255]",2,30,0.6570722149917856,0
"[0, 0, 255]",2,40,0.497215116978623,0
"[0, 0, 255]",2,15,0.5644406609935686,0
"[255, 255, 0]",2,10,0.47547541290987283,0
"[255, 255, 0]",2,15,0.5037566249957308,0
"[0, 0, 255]",2,15,0.4971800349885598,0
"[255, 255, 0]",0,5,0.8361727889860049,0
"[255, 255, 0]",0,5,0.635684643057175,0
