Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 255, 0]",0,10,0.6299859250430018,0
"[255, 255, 0]",2,35,0.5597029250347987,0
"[0, 255, 0]",0,35,0.7210269069764763,1
"[255, 0, 0]",2,5,0.48677301697898656,0
"[0, 255, 0]",2,25,1.121574079967104,0
"[255, 255, 0]",2,15,0.6349193779751658,0
"[255, 255, 0]",2,20,0.7275290719699115,0
"[0, 255, 0]",0,25,0.7245795910712332,0
"[255, 255, 0]",0,15,0.6694671660661697,0
"[0, 255, 0]",0,30,0.7949961730046198,0
"[255, 255, 0]",2,10,0.7583533589495346,0
"[255, 255, 0]",0,5,0.7383189590182155,0
"[255, 0, 0]",0,25,0.6659098350210115,0
"[255, 0, 0]",2,40,0.6213276990456507,0
"[255, 0, 0]",2,5,0.5830728779546916,0
"[255, 255, 0]",2,25,0.6446468060603365,0
"[255, 255, 0]",2,30,0.7024063030257821,0
"[0, 255, 0]",2,30,0.7489296160638332,0
"[0, 255, 0]",0,35,0.7774537740042433,0
"[255, 255, 0]",2,40,0.9142246400006115,0
"[0, 255, 0]",2,20,0.8856092640198767,0
"[255, 255, 0]",2,40,0.8298450869042426,0
"[255, 255, 0]",2,30,0.804603714030236,0
"[255, 0, 0]",0,30,0.7859330889768898,0
"[255, 255, 0]",0,20,0.7371864849701524,0
"[0, 255, 0]",2,35,0.9160314140608534,0
"[255, 0, 0]",2,40,0.7836629140656441,0
"[0, 255, 0]",0,30,0.7300695750163868,1
"[255, 255, 0]",0,35,1.0291380330454558,1
"[255, 255, 0]",2,10,0.7191590879810974,1
"[255, 255, 0]",0,15,0.6812191699864343,0
"[0, 255, 0]",0,15,0.799546655965969,0
"[255, 0, 0]",2,10,0.6677833030698821,0
"[0, 255, 0]",2,40,0.9004465679172426,0
"[255, 255, 0]",2,30,0.953000092995353,0
"[0, 255, 0]",0,20,0.8236498489277437,0
"[255, 0, 0]",0,30,0.6913082969840616,0
"[0, 255, 0]",0,15,0.7357526499545202,0
"[0, 255, 0]",0,25,0.6704357869457453,0
"[255, 255, 0]",0,25,0.6516083220485598,0
"[255, 255, 0]",2,30,0.6263606380671263,0
"[0, 255, 0]",2,10,0.6990039250813425,0
"[255, 0, 0]",0,40,0.6622633939841762,0
"[0, 255, 0]",0,30,0.7846427009208128,0
"[0, 255, 0]",0,15,0.675101526081562,0
"[0, 255, 0]",2,15,0.5580702560255304,0
"[0, 255, 0]",2,30,0.6663398660020903,0
"[0, 255, 0]",0,15,0.8742082089884207,0
"[255, 0, 0]",2,25,0.6136902669677511,0
"[255, 0, 0]",0,5,0.5520978140411898,0
"[255, 255, 0]",0,20,0.6996109250467271,0
"[255, 0, 0]",2,25,0.762073369929567,0
"[255, 255, 0]",2,40,0.6481230789795518,0
"[255, 255, 0]",0,35,0.6570587570313364,0
"[255, 0, 0]",0,5,0.49676221306435764,0
"[255, 255, 0]",0,15,0.5127855570754036,0
"[0, 255, 0]",2,40,0.8241203090874478,0
"[255, 255, 0]",2,5,0.6041794760385528,0
"[255, 255, 0]",2,35,0.5243120020022616,0
"[255, 255, 0]",0,10,0.5655741459922865,0
"[0, 255, 0]",0,30,0.6569400370353833,0
"[255, 255, 0]",0,40,1.13389149797149,0
"[255, 255, 0]",2,20,0.6331547739682719,0
"[255, 255, 0]",2,5,0.583178555010818,0
"[255, 255, 0]",0,5,0.4793872369918972,0
"[255, 255, 0]",0,25,0.5422995529370382,0
"[255, 255, 0]",2,20,0.5851290939608589,0
"[255, 255, 0]",0,20,0.5087809269316494,0
"[0, 255, 0]",2,20,0.6179489790229127,0
"[255, 0, 0]",0,30,0.6828659570310265,0
"[255, 255, 0]",0,5,0.8624401189154014,0
"[0, 255, 0]",0,35,0.7020754140103236,0
"[0, 255, 0]",2,25,0.7032011320115998,0
"[255, 255, 0]",2,5,0.5207701140316203,0
"[255, 255, 0]",2,35,0.5108765459153801,0
"[255, 0, 0]",2,35,0.6784958119969815,0
"[0, 255, 0]",0,5,0.8834205029997975,0
"[255, 255, 0]",2,30,0.6467219929909334,0
"[0, 255, 0]",2,25,0.7309589229989797,0
"[255, 255, 0]",2,10,0.5551624590298161,0
"[0, 255, 0]",2,5,0.5284687849925831,0
"[255, 255, 0]",2,35,0.545580983045511,0
"[255, 255, 0]",0,25,0.6706223209621385,0
"[255, 0, 0]",0,30,0.6260582059621811,0
"[0, 255, 0]",2,10,0.518912655999884,0
"[255, 0, 0]",0,40,0.534312225994654,0
"[255, 255, 0]",0,35,0.5810756119899452,1
"[0, 255, 0]",0,25,0.6676842820597813,0
"[0, 255, 0]",0,10,0.5225962869590148,0
"[255, 255, 0]",2,35,0.7034578659804538,0
"[0, 255, 0]",0,5,0.5886982759693637,0
"[255, 255, 0]",2,5,0.5470787649974227,0
"[0, 255, 0]",0,20,0.6074143330333754,0
"[255, 255, 0]",2,35,0.5863116569817066,0
"[255, 0, 0]",2,10,0.5145133889745921,0
"[0, 255, 0]",0,20,0.5343543039634824,0
"[255, 0, 0]",0,10,0.5249502889346331,0
"[255, 255, 0]",2,5,0.5272373320767656,0
"[255, 255, 0]",0,35,0.5836973489494994,0
"[0, 255, 0]",2,40,0.6751908879959956,0
"[255, 255, 0]",0,40,1.3022274320246652,0
"[255, 0, 0]",0,40,0.7155814729630947,0
"[0, 255, 0]",2,10,0.6495086069917306,0
"[255, 255, 0]",2,15,0.5182125279679894,1
"[0, 255, 0]",0,15,0.7354885489912704,0
"[255, 0, 0]",0,15,0.6179549969965592,0
"[255, 255, 0]",0,20,0.5801555250072852,0
"[255, 255, 0]",2,20,0.5741138219600543,0
"[255, 255, 0]",0,20,0.512723142048344,0
"[255, 0, 0]",2,10,0.5208535130368546,0
"[255, 0, 0]",2,15,0.47254858491942286,0
"[0, 255, 0]",2,20,0.6786971379769966,0
"[0, 255, 0]",0,40,0.5678264210000634,0
"[0, 255, 0]",0,35,0.6754476269707084,0
"[0, 255, 0]",2,30,0.5964714289875701,0
"[255, 0, 0]",2,15,0.6350596150150523,0
"[255, 255, 0]",0,5,1.1404345679329708,0
"[255, 0, 0]",2,40,0.5515896379947662,0
"[255, 255, 0]",2,40,0.6207987710367888,0
"[0, 255, 0]",0,10,0.7108305799774826,0
"[255, 0, 0]",2,20,0.6964064929634333,0
"[255, 0, 0]",0,40,0.6421428850153461,1
"[0, 255, 0]",0,40,0.83214707497973,1
"[255, 255, 0]",2,15,0.831387980026193,0
"[255, 255, 0]",0,25,0.5102980940137058,0
"[255, 255, 0]",0,30,0.458645534934476,0
"[255, 255, 0]",0,20,0.436114197014831,0
"[255, 255, 0]",0,40,0.49823705200105906,0
"[255, 255, 0]",2,25,0.6025336530292407,0
"[255, 0, 0]",2,10,0.5085364939877763,0
"[255, 0, 0]",2,30,0.42200866993516684,0
"[0, 255, 0]",0,10,0.48277582693845034,0
"[255, 255, 0]",0,10,0.49280877399723977,0
"[0, 255, 0]",2,20,0.5602120340336114,0
"[255, 0, 0]",2,20,0.5029800410848111,0
"[0, 255, 0]",2,30,0.6713283440330997,0
"[255, 255, 0]",0,25,0.5022432499099523,0
"[255, 0, 0]",0,10,0.4521008679876104,0
"[255, 255, 0]",0,20,0.5773991149617359,0
"[255, 255, 0]",2,15,0.5799004229484126,0
"[0, 255, 0]",0,10,0.5775869250064716,0
"[0, 255, 0]",2,15,0.6380789079703391,0
"[255, 0, 0]",0,35,0.6319630310172215,0
"[0, 255, 0]",2,35,0.6630494398996234,0
"[255, 255, 0]",0,15,0.605937053100206,0
"[0, 255, 0]",2,25,0.6002423539757729,0
"[0, 255, 0]",0,35,0.7550415829755366,1
"[255, 0, 0]",2,25,0.640970170032233,0
"[255, 255, 0]",0,5,0.6406840909039602,0
"[255, 0, 0]",0,25,0.5529169130604714,0
"[255, 255, 0]",0,5,0.5534577639773488,0
"[255, 255, 0]",2,35,0.4979334269883111,0
"[0, 255, 0]",0,40,0.6737393679795787,0
"[0, 255, 0]",2,25,0.7048310249811038,0
"[255, 255, 0]",0,10,0.8010505910497159,0
"[255, 255, 0]",2,5,0.47445408906787634,0
"[255, 0, 0]",2,5,0.4973384109325707,0
"[255, 0, 0]",2,15,0.41382892802357674,0
"[0, 255, 0]",0,30,0.8318612610455602,0
"[255, 0, 0]",2,15,0.5395960219902918,0
