Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 0, 0]",2,5,0.3978017660556361,0
"[255, 0, 0]",0,30,0.481419250019826,0
"[0, 255, 0]",2,30,0.578397011035122,0
"[255, 0, 0]",0,25,0.6612357079284266,0
"[255, 0, 0]",2,40,0.5880253440700471,0
"[255, 0, 0]",2,30,0.47908107901457697,0
"[0, 255, 0]",2,40,0.5172400460578501,0
"[0, 255, 0]",0,15,0.8394330970477313,0
"[0, 255, 0]",0,15,0.4849437780212611,0
"[255, 0, 0]",2,30,0.47705932694952935,0
"[255, 0, 0]",2,10,0.5673208009684458,0
"[0, 255, 0]",0,10,0.4684974559349939,0
