Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 0, 0]",0,10,0.5778468250064179,0
"[255, 0, 0]",2,10,0.485180969000794,0
"[0, 255, 0]",2,35,0.5726713689509779,0
"[0, 255, 0]",0,20,0.6898564960574731,0
"[255, 0, 0]",0,5,0.576523325056769,0
"[255, 0, 0]",0,35,0.49410087906289846,0
"[255, 0, 0]",2,40,0.43035355501342565,0
"[0, 255, 0]",2,5,0.6457292989362031,0
"[0, 255, 0]",2,30,0.6396603279281408,0
"[0, 255, 0]",0,30,0.43520106899086386,0
"[0, 255, 0]",0,5,0.45409255591221154,0
"[255, 0, 0]",0,30,0.566725529031828,0
"[0, 255, 0]",2,5,0.4603969220770523,0
"[255, 0, 0]",2,35,0.5534827089868486,0
"[255, 0, 0]",0,15,0.6756823549512774,0
"[0, 255, 0]",0,40,0.5336957740364596,0
"[255, 0, 0]",0,35,0.5121435970067978,0
"[0, 255, 0]",2,30,0.5499729160219431,0
"[255, 0, 0]",2,15,0.6398201129632071,0
"[255, 0, 0]",2,10,0.5610403250902891,0
"[0, 255, 0]",2,35,0.6090132030658424,0
"[255, 0, 0]",0,30,0.4948564899386838,0
"[0, 255, 0]",2,5,0.566855569020845,0
"[255, 0, 0]",0,25,0.650352715048939,0
"[0, 255, 0]",2,40,0.5313312209909782,0
"[0, 255, 0]",0,20,0.7271724870661274,0
"[255, 0, 0]",2,40,0.5227500690380111,0
"[0, 255, 0]",0,20,0.4935803529806435,0
"[255, 0, 0]",2,5,0.8185694619314745,0
"[255, 0, 0]",2,5,0.866874938015826,0
"[255, 0, 0]",0,25,0.6798498830758035,0
"[255, 0, 0]",2,20,0.6124381109839305,0
"[0, 255, 0]",0,35,0.5070237959735096,0
"[0, 255, 0]",0,5,0.4831319600343704,0
"[255, 0, 0]",2,15,0.578298173029907,0
"[0, 255, 0]",0,30,0.6365275129210204,0
"[255, 0, 0]",0,20,0.5991974129574373,1
"[255, 0, 0]",2,35,0.6642656429903582,0
"[0, 255, 0]",2,10,0.9556904110359028,0
"[255, 0, 0]",0,40,1.0747908209450543,0
"[255, 0, 0]",0,5,0.7819519879994914,0
"[255, 0, 0]",0,25,0.7076569469645619,0
"[255, 0, 0]",2,20,0.5139554890338331,0
"[255, 0, 0]",0,5,0.5003868729108945,0
"[0, 255, 0]",2,20,0.5540232550119981,0
"[255, 0, 0]",0,40,0.6298738849582151,0
"[0, 255, 0]",2,15,0.5351796529721469,0
"[255, 0, 0]",0,40,0.47027492290362716,0
"[255, 0, 0]",0,35,0.52564138895832,0
"[255, 0, 0]",0,15,0.43159836204722524,0
"[0, 255, 0]",2,10,0.6134999579517171,0
"[0, 255, 0]",0,15,0.6451397580094635,0
"[0, 255, 0]",0,35,0.48650101490784436,0
"[0, 255, 0]",2,10,0.4590262870769948,0
"[0, 255, 0]",0,35,0.48526942101307213,0
"[0, 255, 0]",2,25,0.46200850897002965,0
"[0, 255, 0]",0,25,0.6597571399761364,0
"[0, 255, 0]",0,30,0.48027296806685627,0
"[0, 255, 0]",0,30,0.46304892702028155,0
"[0, 255, 0]",2,25,0.5097133839735761,0
"[255, 0, 0]",2,5,0.5633005739655346,0
"[0, 255, 0]",0,10,0.5440745239611715,0
"[255, 0, 0]",0,15,0.5373844860587269,1
"[0, 255, 0]",0,25,0.5474388169823214,0
"[255, 0, 0]",2,35,0.4711820699740201,0
"[0, 255, 0]",2,15,0.5198890379397199,0
"[255, 0, 0]",2,20,0.5306823690189049,0
"[255, 0, 0]",0,35,0.5381653410149738,0
"[255, 0, 0]",0,40,0.5206000620964915,0
"[0, 255, 0]",0,20,0.4978671430144459,0
"[0, 255, 0]",2,40,0.49955480895005167,0
"[255, 0, 0]",2,35,0.5468401920516044,0
"[255, 0, 0]",2,30,0.5192766939289868,0
"[255, 0, 0]",2,25,0.48016715003177524,0
"[255, 0, 0]",2,25,0.4666384640149772,0
"[0, 255, 0]",2,15,0.5479464690433815,0
"[255, 0, 0]",2,30,0.6075990500394255,0
"[0, 255, 0]",2,20,0.5244398060021922,0
"[0, 255, 0]",0,20,0.4296930180862546,0
"[255, 0, 0]",0,25,0.6354491100646555,0
"[255, 0, 0]",2,20,0.5343689180444926,0
"[255, 0, 0]",0,10,0.6006402099737898,0
"[255, 0, 0]",2,25,0.47985364799387753,0
"[0, 255, 0]",2,15,0.5184271490434185,0
"[255, 0, 0]",0,10,0.47887017007451504,0
"[0, 255, 0]",0,40,0.5327665789518505,0
"[0, 255, 0]",2,25,0.5037675889907405,0
"[255, 0, 0]",0,5,0.5163174259942025,0
"[0, 255, 0]",0,10,0.5303545480128378,0
"[0, 255, 0]",2,20,0.5282396199181676,0
"[0, 255, 0]",0,15,0.4585132059874013,0
"[255, 0, 0]",2,10,0.526182709960267,0
"[255, 0, 0]",2,35,0.5223769709700719,0
"[0, 255, 0]",2,25,0.5305222959723324,0
"[255, 0, 0]",0,10,0.5596866570413113,0
"[0, 255, 0]",0,40,0.5306911549996585,0
"[255, 0, 0]",2,15,0.48063064203597605,0
"[0, 255, 0]",0,5,0.5431343360105529,0
"[255, 0, 0]",2,40,0.5327060529962182,0
"[255, 0, 0]",0,20,0.47950986702926457,0
