Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[0, 0, 255]",0,35,0.7165197040885687,0
"[255, 255, 0]",0,30,0.5835987040773034,0
"[0, 0, 255]",0,5,0.4320161760551855,0
"[255, 255, 0]",0,20,0.5238803318934515,0
"[255, 0, 0]",0,35,0.5388220510212705,0
"[255, 255, 0]",0,25,0.5235762239899486,0
"[0, 0, 255]",2,25,0.4403653040062636,0
"[255, 0, 0]",2,30,0.756360654020682,0
"[0, 0, 255]",0,10,0.5607106209499761,0
"[0, 255, 0]",2,10,0.5693093870067969,0
"[0, 255, 0]",0,25,0.773029368952848,0
"[0, 255, 0]",2,40,0.6607535610673949,0
"[0, 255, 0]",2,35,0.664130293065682,0
"[0, 0, 255]",2,30,0.6336785439634696,0
"[0, 255, 0]",2,35,0.7206555859884247,0
"[0, 0, 255]",0,35,0.7295443370239809,0
"[0, 0, 255]",2,20,0.518019299954176,0
"[255, 0, 0]",0,40,0.6358979090582579,1
"[255, 255, 0]",0,10,0.4177544949343428,0
"[255, 255, 0]",2,30,0.6261594720417634,0
"[0, 255, 0]",2,25,0.5299487250158563,0
"[0, 0, 255]",0,5,0.6475641940487549,1
"[255, 0, 0]",0,20,0.5634939399315044,0
"[255, 0, 0]",0,20,0.558442284935154,0
"[255, 0, 0]",2,40,0.5130818129982799,0
"[0, 0, 255]",2,10,0.49734520306810737,0
"[0, 0, 255]",2,10,0.5057079009711742,0
"[255, 255, 0]",0,30,0.5395770779578015,0
"[255, 0, 0]",0,40,0.5588784519350156,0
"[0, 255, 0]",2,30,0.8083137240028009,0
"[255, 255, 0]",2,35,0.7624834279995412,0
"[255, 255, 0]",2,20,1.060520626953803,0
"[0, 255, 0]",0,40,0.5591800550464541,0
"[255, 255, 0]",0,10,0.6368235130794346,0
"[0, 255, 0]",2,10,0.5988939390517771,0
"[0, 0, 255]",0,35,0.5228595030494034,0
"[0, 0, 255]",0,10,0.6207753480412066,0
"[255, 0, 0]",0,40,0.5916036550188437,0
"[255, 255, 0]",2,25,0.5080239740200341,0
