Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
5120,2880,47.5,50,0,Desktop,0.5570312500000001,0.40000000000000013,0,0.25,0.4000000000000002,29.638671874999986,-0.4000000000000002,29.638671874999986,0.40937500000000016
